year,month,price,date,country,region,commodity,dataset,grain_price,decade
1857,9,45.917,1857-09-01 00:00:00,UK,England,Grain,england_grain_1841_1929,45.917,1850
1857,10,43.75,1857-10-01 00:00:00,UK,England,Grain,england_grain_1841_1929,43.75,1850
1857,11,45.917,1857-11-01 00:00:00,UK,England,Grain,england_grain_1841_1929,45.917,1850
1857,12,43.667,1857-12-01 00:00:00,UK,England,Grain,england_grain_1841_1929,43.667,1850
1857,1,45.417,1857-01-01 00:00:00,UK,England,Grain,england_grain_1841_1929,45.417,1850
1857,2,45.25,1857-02-01 00:00:00,UK,England,Grain,england_grain_1841_1929,45.25,1850
1857,3,46.333,1857-03-01 00:00:00,UK,England,Grain,england_grain_1841_1929,46.333,1850
1857,4,45.25,1857-04-01 00:00:00,UK,England,Grain,england_grain_1841_1929,45.25,1850
1857,5,42.917,1857-05-01 00:00:00,UK,England,Grain,england_grain_1841_1929,42.917,1850
1857,6,39.167,1857-06-01 00:00:00,UK,England,Grain,england_grain_1841_1929,39.167,1850
1857,7,38.167,1857-07-01 00:00:00,UK,England,Grain,england_grain_1841_1929,38.167,1850
1857,8,40.0,1857-08-01 00:00:00,UK,England,Grain,england_grain_1841_1929,40.0,1850
1858,9,42.5,1858-09-01 00:00:00,UK,England,Grain,england_grain_1841_1929,42.5,1850
1858,10,43.167,1858-10-01 00:00:00,UK,England,Grain,england_grain_1841_1929,43.167,1850
1858,11,44.167,1858-11-01 00:00:00,UK,England,Grain,england_grain_1841_1929,44.167,1850
1858,12,36.25,1858-12-01 00:00:00,UK,England,Grain,england_grain_1841_1929,36.25,1850
1858,1,36.667,1858-01-01 00:00:00,UK,England,Grain,england_grain_1841_1929,36.667,1850
1858,2,36.083,1858-02-01 00:00:00,UK,England,Grain,england_grain_1841_1929,36.083,1850
1858,3,36.75,1858-03-01 00:00:00,UK,England,Grain,england_grain_1841_1929,36.75,1850
1858,4,36.5,1858-04-01 00:00:00,UK,England,Grain,england_grain_1841_1929,36.5,1850
1858,5,35.083,1858-05-01 00:00:00,UK,England,Grain,england_grain_1841_1929,35.083,1850
1858,6,32.167,1858-06-01 00:00:00,UK,England,Grain,england_grain_1841_1929,32.167,1850
1858,7,30.167,1858-07-01 00:00:00,UK,England,Grain,england_grain_1841_1929,30.167,1850
1858,8,32.583,1858-08-01 00:00:00,UK,England,Grain,england_grain_1841_1929,32.583,1850
1859,9,35.417,1859-09-01 00:00:00,UK,England,Grain,england_grain_1841_1929,35.417,1850
1859,10,38.167,1859-10-01 00:00:00,UK,England,Grain,england_grain_1841_1929,38.167,1850
1859,11,39.833,1859-11-01 00:00:00,UK,England,Grain,england_grain_1841_1929,39.833,1850
1859,12,41.083,1859-12-01 00:00:00,UK,England,Grain,england_grain_1841_1929,41.083,1850
1859,1,38.25,1859-01-01 00:00:00,UK,England,Grain,england_grain_1841_1929,38.25,1850
1859,2,37.167,1859-02-01 00:00:00,UK,England,Grain,england_grain_1841_1929,37.167,1850
1859,3,36.583,1859-03-01 00:00:00,UK,England,Grain,england_grain_1841_1929,36.583,1850
1859,4,39.167,1859-04-01 00:00:00,UK,England,Grain,england_grain_1841_1929,39.167,1850
1859,5,39.75,1859-05-01 00:00:00,UK,England,Grain,england_grain_1841_1929,39.75,1850
1859,6,38.417,1859-06-01 00:00:00,UK,England,Grain,england_grain_1841_1929,38.417,1850
1859,7,40.417,1859-07-01 00:00:00,UK,England,Grain,england_grain_1841_1929,40.417,1850
1859,8,43.75,1859-08-01 00:00:00,UK,England,Grain,england_grain_1841_1929,43.75,1850
1860,9,34.75,1860-09-01 00:00:00,UK,England,Grain,england_grain_1841_1929,34.75,1860
1860,10,35.583,1860-10-01 00:00:00,UK,England,Grain,england_grain_1841_1929,35.583,1860
1860,11,35.917,1860-11-01 00:00:00,UK,England,Grain,england_grain_1841_1929,35.917,1860
1860,12,35.333,1860-12-01 00:00:00,UK,England,Grain,england_grain_1841_1929,35.333,1860
1860,1,34.417,1860-01-01 00:00:00,UK,England,Grain,england_grain_1841_1929,34.417,1860
1860,2,35.0,1860-02-01 00:00:00,UK,England,Grain,england_grain_1841_1929,35.0,1860
1860,3,36.583,1860-03-01 00:00:00,UK,England,Grain,england_grain_1841_1929,36.583,1860
1860,4,37.167,1860-04-01 00:00:00,UK,England,Grain,england_grain_1841_1929,37.167,1860
1860,5,36.917,1860-05-01 00:00:00,UK,England,Grain,england_grain_1841_1929,36.917,1860
1860,6,34.667,1860-06-01 00:00:00,UK,England,Grain,england_grain_1841_1929,34.667,1860
1860,7,33.167,1860-07-01 00:00:00,UK,England,Grain,england_grain_1841_1929,33.167,1860
1860,8,33.583,1860-08-01 00:00:00,UK,England,Grain,england_grain_1841_1929,33.583,1860
1861,9,36.75,1861-09-01 00:00:00,UK,England,Grain,england_grain_1841_1929,36.75,1860
1861,10,40.167,1861-10-01 00:00:00,UK,England,Grain,england_grain_1841_1929,40.167,1860
1861,11,41.583,1861-11-01 00:00:00,UK,England,Grain,england_grain_1841_1929,41.583,1860
1861,12,39.083,1861-12-01 00:00:00,UK,England,Grain,england_grain_1841_1929,39.083,1860
1861,1,40.417,1861-01-01 00:00:00,UK,England,Grain,england_grain_1841_1929,40.417,1860
1861,2,39.417,1861-02-01 00:00:00,UK,England,Grain,england_grain_1841_1929,39.417,1860
1861,3,38.583,1861-03-01 00:00:00,UK,England,Grain,england_grain_1841_1929,38.583,1860
1861,4,37.5,1861-04-01 00:00:00,UK,England,Grain,england_grain_1841_1929,37.5,1860
1861,5,36.0,1861-05-01 00:00:00,UK,England,Grain,england_grain_1841_1929,36.0,1860
1861,6,32.917,1861-06-01 00:00:00,UK,England,Grain,england_grain_1841_1929,32.917,1860
1861,7,30.75,1861-07-01 00:00:00,UK,England,Grain,england_grain_1841_1929,30.75,1860
1861,8,31.0,1861-08-01 00:00:00,UK,England,Grain,england_grain_1841_1929,31.0,1860
1862,9,36.583,1862-09-01 00:00:00,UK,England,Grain,england_grain_1841_1929,36.583,1860
1862,10,37.0,1862-10-01 00:00:00,UK,England,Grain,england_grain_1841_1929,37.0,1860
1862,11,37.333,1862-11-01 00:00:00,UK,England,Grain,england_grain_1841_1929,37.333,1860
1862,12,36.417,1862-12-01 00:00:00,UK,England,Grain,england_grain_1841_1929,36.417,1860
1862,1,36.75,1862-01-01 00:00:00,UK,England,Grain,england_grain_1841_1929,36.75,1860
1862,2,36.333,1862-02-01 00:00:00,UK,England,Grain,england_grain_1841_1929,36.333,1860
1862,3,35.833,1862-03-01 00:00:00,UK,England,Grain,england_grain_1841_1929,35.833,1860
1862,4,36.5,1862-04-01 00:00:00,UK,England,Grain,england_grain_1841_1929,36.5,1860
1862,5,36.583,1862-05-01 00:00:00,UK,England,Grain,england_grain_1841_1929,36.583,1860
1862,6,33.25,1862-06-01 00:00:00,UK,England,Grain,england_grain_1841_1929,33.25,1860
1862,7,31.917,1862-07-01 00:00:00,UK,England,Grain,england_grain_1841_1929,31.917,1860
1862,8,32.917,1862-08-01 00:00:00,UK,England,Grain,england_grain_1841_1929,32.917,1860
1863,9,36.417,1863-09-01 00:00:00,UK,England,Grain,england_grain_1841_1929,36.417,1860
1863,10,34.667,1863-10-01 00:00:00,UK,England,Grain,england_grain_1841_1929,34.667,1860
1863,11,35.667,1863-11-01 00:00:00,UK,England,Grain,england_grain_1841_1929,35.667,1860
1863,12,34.5,1863-12-01 00:00:00,UK,England,Grain,england_grain_1841_1929,34.5,1860
1863,1,35.0,1863-01-01 00:00:00,UK,England,Grain,england_grain_1841_1929,35.0,1860
1863,2,36.25,1863-02-01 00:00:00,UK,England,Grain,england_grain_1841_1929,36.25,1860
1863,3,36.583,1863-03-01 00:00:00,UK,England,Grain,england_grain_1841_1929,36.583,1860
1863,4,35.667,1863-04-01 00:00:00,UK,England,Grain,england_grain_1841_1929,35.667,1860
1863,5,34.083,1863-05-01 00:00:00,UK,England,Grain,england_grain_1841_1929,34.083,1860
1863,6,31.5,1863-06-01 00:00:00,UK,England,Grain,england_grain_1841_1929,31.5,1860
1863,7,30.0,1863-07-01 00:00:00,UK,England,Grain,england_grain_1841_1929,30.0,1860
1863,8,31.75,1863-08-01 00:00:00,UK,England,Grain,england_grain_1841_1929,31.75,1860
1864,9,35.0,1864-09-01 00:00:00,UK,England,Grain,england_grain_1841_1929,35.0,1860
1864,10,34.333,1864-10-01 00:00:00,UK,England,Grain,england_grain_1841_1929,34.333,1860
1864,11,33.917,1864-11-01 00:00:00,UK,England,Grain,england_grain_1841_1929,33.917,1860
1864,12,32.667,1864-12-01 00:00:00,UK,England,Grain,england_grain_1841_1929,32.667,1860
1864,1,31.917,1864-01-01 00:00:00,UK,England,Grain,england_grain_1841_1929,31.917,1860
1864,2,31.917,1864-02-01 00:00:00,UK,England,Grain,england_grain_1841_1929,31.917,1860
1864,3,31.25,1864-03-01 00:00:00,UK,England,Grain,england_grain_1841_1929,31.25,1860
1864,4,30.833,1864-04-01 00:00:00,UK,England,Grain,england_grain_1841_1929,30.833,1860
1864,5,29.583,1864-05-01 00:00:00,UK,England,Grain,england_grain_1841_1929,29.583,1860
1864,6,28.167,1864-06-01 00:00:00,UK,England,Grain,england_grain_1841_1929,28.167,1860
1864,7,27.5,1864-07-01 00:00:00,UK,England,Grain,england_grain_1841_1929,27.5,1860
1864,8,28.5,1864-08-01 00:00:00,UK,England,Grain,england_grain_1841_1929,28.5,1860
1865,9,31.667,1865-09-01 00:00:00,UK,England,Grain,england_grain_1841_1929,31.667,1860
1865,10,30.25,1865-10-01 00:00:00,UK,England,Grain,england_grain_1841_1929,30.25,1860
1865,11,29.833,1865-11-01 00:00:00,UK,England,Grain,england_grain_1841_1929,29.833,1860
1865,12,28.417,1865-12-01 00:00:00,UK,England,Grain,england_grain_1841_1929,28.417,1860
1865,1,28.333,1865-01-01 00:00:00,UK,England,Grain,england_grain_1841_1929,28.333,1860
1865,2,29.083,1865-02-01 00:00:00,UK,England,Grain,england_grain_1841_1929,29.083,1860
1865,3,28.833,1865-03-01 00:00:00,UK,England,Grain,england_grain_1841_1929,28.833,1860
1865,4,29.5,1865-04-01 00:00:00,UK,England,Grain,england_grain_1841_1929,29.5,1860
1865,5,29.5,1865-05-01 00:00:00,UK,England,Grain,england_grain_1841_1929,29.5,1860
1865,6,28.083,1865-06-01 00:00:00,UK,England,Grain,england_grain_1841_1929,28.083,1860
1865,7,27.917,1865-07-01 00:00:00,UK,England,Grain,england_grain_1841_1929,27.917,1860
1865,8,28.25,1865-08-01 00:00:00,UK,England,Grain,england_grain_1841_1929,28.25,1860
1866,9,30.583,1866-09-01 00:00:00,UK,England,Grain,england_grain_1841_1929,30.583,1860
1866,10,30.75,1866-10-01 00:00:00,UK,England,Grain,england_grain_1841_1929,30.75,1860
1866,11,32.833,1866-11-01 00:00:00,UK,England,Grain,england_grain_1841_1929,32.833,1860
1866,12,33.0,1866-12-01 00:00:00,UK,England,Grain,england_grain_1841_1929,33.0,1860
1866,1,32.75,1866-01-01 00:00:00,UK,England,Grain,england_grain_1841_1929,32.75,1860
1866,2,33.667,1866-02-01 00:00:00,UK,England,Grain,england_grain_1841_1929,33.667,1860
1866,3,35.917,1866-03-01 00:00:00,UK,England,Grain,england_grain_1841_1929,35.917,1860
1866,4,36.833,1866-04-01 00:00:00,UK,England,Grain,england_grain_1841_1929,36.833,1860
1866,5,36.25,1866-05-01 00:00:00,UK,England,Grain,england_grain_1841_1929,36.25,1860
1866,6,35.083,1866-06-01 00:00:00,UK,England,Grain,england_grain_1841_1929,35.083,1860
1866,7,34.417,1866-07-01 00:00:00,UK,England,Grain,england_grain_1841_1929,34.417,1860
1866,8,34.083,1866-08-01 00:00:00,UK,England,Grain,england_grain_1841_1929,34.083,1860
1867,9,37.167,1867-09-01 00:00:00,UK,England,Grain,england_grain_1841_1929,37.167,1860
1867,10,42.083,1867-10-01 00:00:00,UK,England,Grain,england_grain_1841_1929,42.083,1860
1867,11,44.833,1867-11-01 00:00:00,UK,England,Grain,england_grain_1841_1929,44.833,1860
1867,12,45.167,1867-12-01 00:00:00,UK,England,Grain,england_grain_1841_1929,45.167,1860
1867,1,44.25,1867-01-01 00:00:00,UK,England,Grain,england_grain_1841_1929,44.25,1860
1867,2,44.333,1867-02-01 00:00:00,UK,England,Grain,england_grain_1841_1929,44.333,1860
1867,3,41.0,1867-03-01 00:00:00,UK,England,Grain,england_grain_1841_1929,41.0,1860
1867,4,39.5,1867-04-01 00:00:00,UK,England,Grain,england_grain_1841_1929,39.5,1860
1867,5,38.833,1867-05-01 00:00:00,UK,England,Grain,england_grain_1841_1929,38.833,1860
1867,6,36.167,1867-06-01 00:00:00,UK,England,Grain,england_grain_1841_1929,36.167,1860
1867,7,35.167,1867-07-01 00:00:00,UK,England,Grain,england_grain_1841_1929,35.167,1860
1867,8,37.25,1867-08-01 00:00:00,UK,England,Grain,england_grain_1841_1929,37.25,1860
1868,9,39.917,1868-09-01 00:00:00,UK,England,Grain,england_grain_1841_1929,39.917,1860
1868,10,41.25,1868-10-01 00:00:00,UK,England,Grain,england_grain_1841_1929,41.25,1860
1868,11,42.167,1868-11-01 00:00:00,UK,England,Grain,england_grain_1841_1929,42.167,1860
1868,12,40.917,1868-12-01 00:00:00,UK,England,Grain,england_grain_1841_1929,40.917,1860
1868,1,41.833,1868-01-01 00:00:00,UK,England,Grain,england_grain_1841_1929,41.833,1860
1868,2,42.5,1868-02-01 00:00:00,UK,England,Grain,england_grain_1841_1929,42.5,1860
1868,3,43.25,1868-03-01 00:00:00,UK,England,Grain,england_grain_1841_1929,43.25,1860
1868,4,43.917,1868-04-01 00:00:00,UK,England,Grain,england_grain_1841_1929,43.917,1860
1868,5,43.667,1868-05-01 00:00:00,UK,England,Grain,england_grain_1841_1929,43.667,1860
1868,6,40.25,1868-06-01 00:00:00,UK,England,Grain,england_grain_1841_1929,40.25,1860
1868,7,37.417,1868-07-01 00:00:00,UK,England,Grain,england_grain_1841_1929,37.417,1860
1868,8,41.083,1868-08-01 00:00:00,UK,England,Grain,england_grain_1841_1929,41.083,1860
1869,9,43.667,1869-09-01 00:00:00,UK,England,Grain,england_grain_1841_1929,43.667,1860
1869,10,45.5,1869-10-01 00:00:00,UK,England,Grain,england_grain_1841_1929,45.5,1860
1869,11,46.833,1869-11-01 00:00:00,UK,England,Grain,england_grain_1841_1929,46.833,1860
1869,12,45.833,1869-12-01 00:00:00,UK,England,Grain,england_grain_1841_1929,45.833,1860
1869,1,48.5,1869-01-01 00:00:00,UK,England,Grain,england_grain_1841_1929,48.5,1860
1869,2,47.167,1869-02-01 00:00:00,UK,England,Grain,england_grain_1841_1929,47.167,1860
1869,3,45.0,1869-03-01 00:00:00,UK,England,Grain,england_grain_1841_1929,45.0,1860
1869,4,44.083,1869-04-01 00:00:00,UK,England,Grain,england_grain_1841_1929,44.083,1860
1869,5,39.417,1869-05-01 00:00:00,UK,England,Grain,england_grain_1841_1929,39.417,1860
1869,6,34.75,1869-06-01 00:00:00,UK,England,Grain,england_grain_1841_1929,34.75,1860
1869,7,31.917,1869-07-01 00:00:00,UK,England,Grain,england_grain_1841_1929,31.917,1860
1869,8,32.333,1869-08-01 00:00:00,UK,England,Grain,england_grain_1841_1929,32.333,1860
1870,9,37.5,1870-09-01 00:00:00,UK,England,Grain,england_grain_1841_1929,37.5,1870
1870,10,38.083,1870-10-01 00:00:00,UK,England,Grain,england_grain_1841_1929,38.083,1870
1870,11,38.417,1870-11-01 00:00:00,UK,England,Grain,england_grain_1841_1929,38.417,1870
1870,12,36.25,1870-12-01 00:00:00,UK,England,Grain,england_grain_1841_1929,36.25,1870
1870,1,35.917,1870-01-01 00:00:00,UK,England,Grain,england_grain_1841_1929,35.917,1870
1870,2,34.417,1870-02-01 00:00:00,UK,England,Grain,england_grain_1841_1929,34.417,1870
1870,3,34.0,1870-03-01 00:00:00,UK,England,Grain,england_grain_1841_1929,34.0,1870
1870,4,34.583,1870-04-01 00:00:00,UK,England,Grain,england_grain_1841_1929,34.583,1870
1870,5,33.25,1870-05-01 00:00:00,UK,England,Grain,england_grain_1841_1929,33.25,1870
1870,6,32.667,1870-06-01 00:00:00,UK,England,Grain,england_grain_1841_1929,32.667,1870
1870,7,31.583,1870-07-01 00:00:00,UK,England,Grain,england_grain_1841_1929,31.583,1870
1870,8,33.667,1870-08-01 00:00:00,UK,England,Grain,england_grain_1841_1929,33.667,1870
1871,9,36.083,1871-09-01 00:00:00,UK,England,Grain,england_grain_1841_1929,36.083,1870
1871,10,36.583,1871-10-01 00:00:00,UK,England,Grain,england_grain_1841_1929,36.583,1870
1871,11,36.583,1871-11-01 00:00:00,UK,England,Grain,england_grain_1841_1929,36.583,1870
1871,12,35.333,1871-12-01 00:00:00,UK,England,Grain,england_grain_1841_1929,35.333,1870
1871,1,35.333,1871-01-01 00:00:00,UK,England,Grain,england_grain_1841_1929,35.333,1870
1871,2,35.583,1871-02-01 00:00:00,UK,England,Grain,england_grain_1841_1929,35.583,1870
1871,3,35.917,1871-03-01 00:00:00,UK,England,Grain,england_grain_1841_1929,35.917,1870
1871,4,36.667,1871-04-01 00:00:00,UK,England,Grain,england_grain_1841_1929,36.667,1870
1871,5,37.167,1871-05-01 00:00:00,UK,England,Grain,england_grain_1841_1929,37.167,1870
1871,6,37.0,1871-06-01 00:00:00,UK,England,Grain,england_grain_1841_1929,37.0,1870
1871,7,35.25,1871-07-01 00:00:00,UK,England,Grain,england_grain_1841_1929,35.25,1870
1871,8,35.167,1871-08-01 00:00:00,UK,England,Grain,england_grain_1841_1929,35.167,1870
1872,9,35.417,1872-09-01 00:00:00,UK,England,Grain,england_grain_1841_1929,35.417,1870
1872,10,36.5,1872-10-01 00:00:00,UK,England,Grain,england_grain_1841_1929,36.5,1870
1872,11,37.0,1872-11-01 00:00:00,UK,England,Grain,england_grain_1841_1929,37.0,1870
1872,12,36.833,1872-12-01 00:00:00,UK,England,Grain,england_grain_1841_1929,36.833,1870
1872,1,37.083,1872-01-01 00:00:00,UK,England,Grain,england_grain_1841_1929,37.083,1870
1872,2,38.5,1872-02-01 00:00:00,UK,England,Grain,england_grain_1841_1929,38.5,1870
1872,3,37.333,1872-03-01 00:00:00,UK,England,Grain,england_grain_1841_1929,37.333,1870
1872,4,36.25,1872-04-01 00:00:00,UK,England,Grain,england_grain_1841_1929,36.25,1870
1872,5,36.167,1872-05-01 00:00:00,UK,England,Grain,england_grain_1841_1929,36.167,1870
1872,6,34.583,1872-06-01 00:00:00,UK,England,Grain,england_grain_1841_1929,34.583,1870
1872,7,32.417,1872-07-01 00:00:00,UK,England,Grain,england_grain_1841_1929,32.417,1870
1872,8,33.167,1872-08-01 00:00:00,UK,England,Grain,england_grain_1841_1929,33.167,1870
1873,9,37.333,1873-09-01 00:00:00,UK,England,Grain,england_grain_1841_1929,37.333,1870
1873,10,42.083,1873-10-01 00:00:00,UK,England,Grain,england_grain_1841_1929,42.083,1870
1873,11,42.667,1873-11-01 00:00:00,UK,England,Grain,england_grain_1841_1929,42.667,1870
1873,12,41.5,1873-12-01 00:00:00,UK,England,Grain,england_grain_1841_1929,41.5,1870
1873,1,40.083,1873-01-01 00:00:00,UK,England,Grain,england_grain_1841_1929,40.083,1870
1873,2,40.333,1873-02-01 00:00:00,UK,England,Grain,england_grain_1841_1929,40.333,1870
1873,3,39.833,1873-03-01 00:00:00,UK,England,Grain,england_grain_1841_1929,39.833,1870
1873,4,39.083,1873-04-01 00:00:00,UK,England,Grain,england_grain_1841_1929,39.083,1870
1873,5,38.333,1873-05-01 00:00:00,UK,England,Grain,england_grain_1841_1929,38.333,1870
1873,6,37.167,1873-06-01 00:00:00,UK,England,Grain,england_grain_1841_1929,37.167,1870
1873,7,36.5,1873-07-01 00:00:00,UK,England,Grain,england_grain_1841_1929,36.5,1870
1873,8,37.583,1873-08-01 00:00:00,UK,England,Grain,england_grain_1841_1929,37.583,1870
1874,9,43.918,1874-09-01 00:00:00,UK,England,Grain,england_grain_1841_1929,43.918,1870
1874,10,43.75,1874-10-01 00:00:00,UK,England,Grain,england_grain_1841_1929,43.75,1870
1874,11,44.0,1874-11-01 00:00:00,UK,England,Grain,england_grain_1841_1929,44.0,1870
1874,12,44.75,1874-12-01 00:00:00,UK,England,Grain,england_grain_1841_1929,44.75,1870
1874,1,45.667,1874-01-01 00:00:00,UK,England,Grain,england_grain_1841_1929,45.667,1870
1874,2,48.917,1874-02-01 00:00:00,UK,England,Grain,england_grain_1841_1929,48.917,1870
1874,3,48.333,1874-03-01 00:00:00,UK,England,Grain,england_grain_1841_1929,48.333,1870
1874,4,48.917,1874-04-01 00:00:00,UK,England,Grain,england_grain_1841_1929,48.917,1870
1874,5,46.917,1874-05-01 00:00:00,UK,England,Grain,england_grain_1841_1929,46.917,1870
1874,6,42.75,1874-06-01 00:00:00,UK,England,Grain,england_grain_1841_1929,42.75,1870
1874,7,40.75,1874-07-01 00:00:00,UK,England,Grain,england_grain_1841_1929,40.75,1870
1874,8,44.5,1874-08-01 00:00:00,UK,England,Grain,england_grain_1841_1929,44.5,1870
1875,9,42.833,1875-09-01 00:00:00,UK,England,Grain,england_grain_1841_1929,42.833,1870
1875,10,42.667,1875-10-01 00:00:00,UK,England,Grain,england_grain_1841_1929,42.667,1870
1875,11,42.583,1875-11-01 00:00:00,UK,England,Grain,england_grain_1841_1929,42.583,1870
1875,12,44.167,1875-12-01 00:00:00,UK,England,Grain,england_grain_1841_1929,44.167,1870
1875,1,44.917,1875-01-01 00:00:00,UK,England,Grain,england_grain_1841_1929,44.917,1870
1875,2,43.833,1875-02-01 00:00:00,UK,England,Grain,england_grain_1841_1929,43.833,1870
1875,3,42.0,1875-03-01 00:00:00,UK,England,Grain,england_grain_1841_1929,42.0,1870
1875,4,40.833,1875-04-01 00:00:00,UK,England,Grain,england_grain_1841_1929,40.833,1870
1875,5,38.417,1875-05-01 00:00:00,UK,England,Grain,england_grain_1841_1929,38.417,1870
1875,6,35.833,1875-06-01 00:00:00,UK,England,Grain,england_grain_1841_1929,35.833,1870
1875,7,34.5,1875-07-01 00:00:00,UK,England,Grain,england_grain_1841_1929,34.5,1870
1875,8,35.0,1875-08-01 00:00:00,UK,England,Grain,england_grain_1841_1929,35.0,1870
1876,9,35.417,1876-09-01 00:00:00,UK,England,Grain,england_grain_1841_1929,35.417,1870
1876,10,37.0,1876-10-01 00:00:00,UK,England,Grain,england_grain_1841_1929,37.0,1870
1876,11,37.917,1876-11-01 00:00:00,UK,England,Grain,england_grain_1841_1929,37.917,1870
1876,12,35.333,1876-12-01 00:00:00,UK,England,Grain,england_grain_1841_1929,35.333,1870
1876,1,34.417,1876-01-01 00:00:00,UK,England,Grain,england_grain_1841_1929,34.417,1870
1876,2,33.417,1876-02-01 00:00:00,UK,England,Grain,england_grain_1841_1929,33.417,1870
1876,3,32.667,1876-03-01 00:00:00,UK,England,Grain,england_grain_1841_1929,32.667,1870
1876,4,33.833,1876-04-01 00:00:00,UK,England,Grain,england_grain_1841_1929,33.833,1870
1876,5,34.083,1876-05-01 00:00:00,UK,England,Grain,england_grain_1841_1929,34.083,1870
1876,6,32.917,1876-06-01 00:00:00,UK,England,Grain,england_grain_1841_1929,32.917,1870
1876,7,32.75,1876-07-01 00:00:00,UK,England,Grain,england_grain_1841_1929,32.75,1870
1876,8,32.167,1876-08-01 00:00:00,UK,England,Grain,england_grain_1841_1929,32.167,1870
1877,9,37.667,1877-09-01 00:00:00,UK,England,Grain,england_grain_1841_1929,37.667,1870
1877,10,39.333,1877-10-01 00:00:00,UK,England,Grain,england_grain_1841_1929,39.333,1870
1877,11,39.25,1877-11-01 00:00:00,UK,England,Grain,england_grain_1841_1929,39.25,1870
1877,12,38.75,1877-12-01 00:00:00,UK,England,Grain,england_grain_1841_1929,38.75,1870
1877,1,39.25,1877-01-01 00:00:00,UK,England,Grain,england_grain_1841_1929,39.25,1870
1877,2,40.333,1877-02-01 00:00:00,UK,England,Grain,england_grain_1841_1929,40.333,1870
1877,3,40.75,1877-03-01 00:00:00,UK,England,Grain,england_grain_1841_1929,40.75,1870
1877,4,40.917,1877-04-01 00:00:00,UK,England,Grain,england_grain_1841_1929,40.917,1870
1877,5,39.917,1877-05-01 00:00:00,UK,England,Grain,england_grain_1841_1929,39.917,1870
1877,6,35.583,1877-06-01 00:00:00,UK,England,Grain,england_grain_1841_1929,35.583,1870
1877,7,35.333,1877-07-01 00:00:00,UK,England,Grain,england_grain_1841_1929,35.333,1870
1877,8,34.083,1877-08-01 00:00:00,UK,England,Grain,england_grain_1841_1929,34.083,1870
1878,9,40.167,1878-09-01 00:00:00,UK,England,Grain,england_grain_1841_1929,40.167,1870
1878,10,43.083,1878-10-01 00:00:00,UK,England,Grain,england_grain_1841_1929,43.083,1870
1878,11,43.25,1878-11-01 00:00:00,UK,England,Grain,england_grain_1841_1929,43.25,1870
1878,12,43.667,1878-12-01 00:00:00,UK,England,Grain,england_grain_1841_1929,43.667,1870
1878,1,43.917,1878-01-01 00:00:00,UK,England,Grain,england_grain_1841_1929,43.917,1870
1878,2,44.167,1878-02-01 00:00:00,UK,England,Grain,england_grain_1841_1929,44.167,1870
1878,3,42.583,1878-03-01 00:00:00,UK,England,Grain,england_grain_1841_1929,42.583,1870
1878,4,41.917,1878-04-01 00:00:00,UK,England,Grain,england_grain_1841_1929,41.917,1870
1878,5,39.833,1878-05-01 00:00:00,UK,England,Grain,england_grain_1841_1929,39.833,1870
1878,6,36.917,1878-06-01 00:00:00,UK,England,Grain,england_grain_1841_1929,36.917,1870
1878,7,37.417,1878-07-01 00:00:00,UK,England,Grain,england_grain_1841_1929,37.417,1870
1878,8,36.0,1878-08-01 00:00:00,UK,England,Grain,england_grain_1841_1929,36.0,1870
1879,9,41.583,1879-09-01 00:00:00,UK,England,Grain,england_grain_1841_1929,41.583,1870
1879,10,40.333,1879-10-01 00:00:00,UK,England,Grain,england_grain_1841_1929,40.333,1870
1879,11,39.667,1879-11-01 00:00:00,UK,England,Grain,england_grain_1841_1929,39.667,1870
1879,12,38.917,1879-12-01 00:00:00,UK,England,Grain,england_grain_1841_1929,38.917,1870
1879,1,37.5,1879-01-01 00:00:00,UK,England,Grain,england_grain_1841_1929,37.5,1870
1879,2,35.583,1879-02-01 00:00:00,UK,England,Grain,england_grain_1841_1929,35.583,1870
1879,3,33.75,1879-03-01 00:00:00,UK,England,Grain,england_grain_1841_1929,33.75,1870
1879,4,31.667,1879-04-01 00:00:00,UK,England,Grain,england_grain_1841_1929,31.667,1870
1879,5,29.583,1879-05-01 00:00:00,UK,England,Grain,england_grain_1841_1929,29.583,1870
1879,6,27.167,1879-06-01 00:00:00,UK,England,Grain,england_grain_1841_1929,27.167,1870
1879,7,26.333,1879-07-01 00:00:00,UK,England,Grain,england_grain_1841_1929,26.333,1870
1879,8,29.417,1879-08-01 00:00:00,UK,England,Grain,england_grain_1841_1929,29.417,1870
1880,9,38.667,1880-09-01 00:00:00,UK,England,Grain,england_grain_1841_1929,38.667,1880
1880,10,40.75,1880-10-01 00:00:00,UK,England,Grain,england_grain_1841_1929,40.75,1880
1880,11,40.0,1880-11-01 00:00:00,UK,England,Grain,england_grain_1841_1929,40.0,1880
1880,12,38.25,1880-12-01 00:00:00,UK,England,Grain,england_grain_1841_1929,38.25,1880
1880,1,37.0,1880-01-01 00:00:00,UK,England,Grain,england_grain_1841_1929,37.0,1880
1880,2,36.167,1880-02-01 00:00:00,UK,England,Grain,england_grain_1841_1929,36.167,1880
1880,3,34.583,1880-03-01 00:00:00,UK,England,Grain,england_grain_1841_1929,34.583,1880
1880,4,33.75,1880-04-01 00:00:00,UK,England,Grain,england_grain_1841_1929,33.75,1880
1880,5,32.333,1880-05-01 00:00:00,UK,England,Grain,england_grain_1841_1929,32.333,1880
