geo.name,indicator.name,geo,indicator,1800,1801,1802,1803,1804,1805,1806,1807,1808,1809,1810,1811,1812,1813,1814,1815,1816,1817,1818,1819,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
Tokelau,Child mortality (under age five),tkl,u5mr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tonga,Child mortality (under age five),ton,u5mr,445.44,441.958,438.504,435.076,431.676,428.302,424.954,421.632,418.337,415.067,411.823,408.604,405.41,402.241,399.097,395.978,392.883,389.812,386.765,383.742,380.743,377.767,374.814,371.884,368.978,366.094,363.232,360.393,357.576,354.781,352.008,349.257,346.527,343.818,341.131,338.465,335.819,333.194,330.59,328.006,325.442,322.899,320.375,317.871,315.386,312.921,310.475,308.048,305.641,303.252,300.881,298.53,296.196,293.881,291.584,289.305,287.044,284.8,282.574,280.365,278.174,276,273.842,271.702,269.578,267.471,265.381,263.306,261.248,259.206,257.18,255.17,253.176,251.197,249.233,247.285,245.352,243.435,241.532,239.644,237.771,235.913,234.069,232.239,230.424,228.623,226.836,225.063,223.304,221.558,219.827,218.108,216.404,214.712,213.034,211.369,209.717,208.077,206.451,204.837,203.236,201.648,200.072,198.508,196.956,195.417,193.889,192.374,190.87,189.378,187.898,186.429,184.972,183.527,182.092,180.669,179.257,177.855,176.465,175.086,173.718,172.36,171.013,169.676,168.35,167.034,165.728,164.433,163.148,161.872,160.607,159.352,158.106,156.87,155.644,154.428,153.221,152.023,150.835,149.656,148.486,147.326,146.174,145.032,143.898,142.773,141.657,140.55,139.451,138.361,137.28,135.52,132.39,129.8,123.913,118.293,112.927,107.805,102.916,98.248,93.792,89.538,85.477,82,76.6,71.7,66.9,62.2,57.7,53.7,50.1,46.8,43.9,41.3,39.1,37,35.2,33.5,31.9,30.6,29.3,28.2,27.3,26.5,25.8,25.2,24.7,24,23.3,22.6,21.8,21,20.3,19.7,19.2,18.8,18.5,18.2,18,17.7,17.4,17.2,16.9,16.7,16.6,16.5,16.6,16.8,16.9,17.2,17.4,17.5,17.5,17.4,17.1,16.8,16.4,16.303,16.058,15.817,15.579,15.345,15.111,14.881,14.653,14.427,14.204,13.983,13.765,13.552,13.343,13.137,12.937,12.741,12.55,12.363,12.179,11.999,11.821,11.645,11.471,11.298,11.127,10.957,10.789,10.624,10.461,10.301,10.145,9.992,9.843,9.696,9.552,9.41,9.271,9.132,8.995,8.86,8.725,8.593,8.463,8.335,8.21,8.087,7.966,7.849,7.734,7.621,7.511,7.403,7.296,7.19,7.087,6.984,6.883,6.783,6.685,6.588,6.493,6.399,6.309,6.219,6.132,6.048,5.965,5.884,5.803,5.724,5.646,5.569,5.493,5.417,5.343,5.27,5.2,5.132,5.065,5.001,4.938,4.878,4.878
Transnistria,Child mortality (under age five),transn,u5mr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trinidad and Tobago,Child mortality (under age five),tto,u5mr,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,393.46,381.21,369.21,358.63,347.07,335.73,335.73,335.73,335.73,335.73,335.73,335.73,335.73,335.73,335.73,335.73,335.73,335.73,335.73,335.73,335.73,335.73,335.73,335.73,335.73,335.73,335.73,335.73,335.73,335.73,335.73,335.73,335.73,335.73,335.73,335.73,335.73,335.73,335.73,335.73,335.73,335.73,335.73,335.73,335.73,335.73,335.73,335.73,335.73,335.73,335.73,335.73,335.73,335.73,335.73,335.73,335.73,335.73,335.73,335.73,335.73,335.73,335.73,335.73,335.72,335.7,335.64,335.56,335.43,335.24,335.01,334.72,334.37,333.98,333.53,333.04,332.48,331.88,331.22,317.989,305.287,293.092,281.384,270.144,259.353,248.993,239.046,229.497,220.33,251.47,284.37,224.05,222.2,205.35,194.09,212.85,229.61,188.45,203.48,201.61,199.73,230.216,164.151,203.861,195.4,143.435,139.114,179.492,139.287,149.009,151.678,156.057,172.678,126.939,105.082,110.833,102.288,104.795,94.937,102.001,95.038,93.474,90.267,86.9,83.9,81.1,78.2,75.4,72.7,70.2,67.7,65.3,63,61,59.2,57.5,56.1,54.7,53.6,52.5,51.4,50.4,49.3,48.2,47,45.8,44.5,43.1,41.8,40.5,39.3,38,36.8,35.7,34.6,33.6,32.7,31.9,31.2,30.5,29.9,29.4,29,28.6,28.3,28,27.9,27.7,27.6,27.5,27.5,27.3,27,26.6,26,25.5,24.9,24.2,23.6,23,22.4,21.7,21.1,20.4,19.8,19.1,18.5,18.404,18.044,17.679,17.31,16.942,16.578,16.223,15.877,15.542,15.217,14.901,14.591,14.287,13.99,13.697,13.409,13.126,12.849,12.578,12.313,12.056,11.807,11.565,11.33,11.104,10.885,10.673,10.466,10.265,10.067,9.874,9.683,9.496,9.313,9.134,8.96,8.791,8.627,8.467,8.31,8.156,8.002,7.851,7.705,7.564,7.431,7.306,7.19,7.082,6.982,6.886,6.795,6.706,6.619,6.533,6.448,6.364,6.281,6.2,6.12,6.042,5.966,5.893,5.821,5.749,5.679,5.609,5.54,5.47,5.401,5.332,5.264,5.196,5.129,5.064,5,4.937,4.876,4.816,4.757,4.7,4.644,4.59,4.59
Tunisia,Child mortality (under age five),tun,u5mr,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.19,460.16,460.09,459.97,459.79,459.53,459.21,458.81,458.35,457.81,457.19,456.51,455.75,454.93,454.03,453.07,452.06,451.01,449.95,448.87,447.79,446.71,445.63,444.55,443.47,442.39,441.31,440.23,439.15,438.07,434.34,429.39,425.75,420.84,417.23,412.44,408.92,406.229,402.298,399.666,395.82,393.188,389.338,386.757,382.983,380.392,376.625,374.087,370.389,367.843,359.606,352.59,344.594,337.775,329.951,323.34,315.732,315.195,313.843,311.939,309.483,306.469,302.886,298.721,293.953,288.533,282.418,275.576,268,256.3,244.7,233.3,222.1,211.2,200.3,190,180.1,170.7,161.7,152.8,143.9,135.1,126.3,117.8,109.8,102.4,95.9,90.1,84.8,80.1,75.8,71.7,67.9,64.7,61.8,59.2,56.8,54.6,52.3,49.9,47.3,44.7,42,39.2,36.5,34,31.7,29.6,27.7,26,24.5,23,21.7,20.5,19.4,18.3,17.4,16.5,15.8,15.2,14.6,14,13.6,13.06,12.561,12.071,11.602,11.16,10.741,10.344,9.971,9.627,9.315,9.034,8.778,8.548,8.339,8.148,7.971,7.805,7.644,7.489,7.337,7.191,7.051,6.917,6.787,6.661,6.539,6.42,6.306,6.194,6.086,5.982,5.883,5.787,5.695,5.606,5.519,5.436,5.354,5.274,5.197,5.122,5.051,4.981,4.915,4.852,4.792,4.736,4.683,4.632,4.583,4.536,4.49,4.444,4.399,4.356,4.313,4.271,4.23,4.191,4.153,4.116,4.081,4.047,4.014,3.982,3.95,3.918,3.885,3.853,3.821,3.788,3.755,3.724,3.696,3.672,3.653,3.64,3.635,3.637,3.647,3.665,3.691,3.725,3.725
Turkey,Child mortality (under age five),tur,u5mr,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.98,379.95,379.89,379.79,379.65,379.44,379.17,378.84,378.46,378.01,377.51,376.94,376.32,375.63,374.89,374.1,373.27,372.4,371.52,370.63,369.74,368.85,367.96,367.06,366.17,365.28,364.39,363.5,362.61,361.71,360.82,359.93,359.04,358.15,357.25,356.36,355.47,352.878,351.41,348.839,347.388,344.829,342.297,340.858,348.176,355.555,363.007,370.569,379.378,361.782,353.209,344.839,336.666,328.685,320.893,313.285,305.856,305.24,303.689,301.5,295.2,289.1,283,276.8,270.2,263.4,256.3,248.7,241.3,233.8,226.5,219.4,212.6,206.3,200.1,194.1,188.2,182.4,176.5,170.6,164.7,158.6,152.5,146.4,140.2,134.2,128.1,122,116,110.1,104.3,98.8,93.4,88.3,83.4,78.7,74.2,70,65.9,62.1,58.4,54.8,51.4,48.1,45,42,39.2,36.5,34,31.7,29.5,27.4,25.5,23.7,22.1,20.5,19.1,17.8,16.6,15.5,14.5,13.6,12.7,12.414,11.882,11.4,10.965,10.571,10.211,9.874,9.554,9.249,8.955,8.673,8.404,8.146,7.899,7.663,7.437,7.223,7.019,6.825,6.639,6.461,6.291,6.127,5.967,5.813,5.665,5.523,5.387,5.256,5.13,5.011,4.897,4.788,4.684,4.584,4.486,4.392,4.301,4.212,4.124,4.04,3.958,3.879,3.802,3.727,3.654,3.583,3.512,3.444,3.377,3.312,3.248,3.186,3.126,3.067,3.011,2.956,2.903,2.851,2.799,2.748,2.698,2.648,2.6,2.552,2.507,2.463,2.421,2.38,2.341,2.304,2.267,2.232,2.196,2.161,2.127,2.095,2.063,2.031,2.002,1.973,1.945,1.918,1.918
Turkmenistan,Child mortality (under age five),tkm,u5mr,497.92,497.66,497.4,497.14,496.88,496.621,496.361,496.102,495.843,495.584,495.325,495.066,494.808,494.549,494.291,494.033,493.774,493.517,493.259,493.001,492.743,492.486,492.229,491.972,491.715,491.458,491.201,490.944,490.688,490.432,490.175,489.919,489.663,489.408,489.152,488.896,488.641,488.386,488.131,487.876,487.621,487.366,487.111,486.857,486.603,486.348,486.094,485.84,485.587,485.333,485.079,484.826,484.573,484.32,484.067,483.814,483.561,483.308,483.056,482.804,482.551,482.299,482.047,481.795,481.544,481.292,481.041,480.79,480.538,480.287,480.036,479.786,479.535,479.284,479.034,478.784,478.534,478.284,478.034,477.784,477.535,477.285,477.036,476.787,476.538,476.289,476.04,475.791,475.543,475.294,475.046,474.798,474.55,474.302,474.054,473.806,473.559,473.311,473.064,472.817,472.57,465.503,458.541,451.683,444.928,438.274,431.72,425.263,418.903,412.638,406.467,400.388,394.4,388.502,382.692,376.968,371.331,365.777,360.307,354.919,349.611,344.382,339.232,334.158,329.161,324.238,319.389,314.613,309.907,305.273,300.707,298.25,293.678,289.162,284.704,280.301,275.954,271.663,267.427,263.246,259.119,255.047,251.028,247.062,243.15,239.29,235.482,231.725,228.02,224.366,220.762,218.925,215.272,211.658,208.083,204.547,201.049,197.587,194.158,190.755,187.373,184.007,180.653,177.316,174.002,170.729,167.512,164.369,161.314,158.354,155.499,152.76,150.125,147.57,145.074,142.604,140.121,137.6,133.4,128.8,124.3,119.6,114.9,110.4,105.9,101.6,97.6,93.9,90.7,88.1,86.3,85.5,85.4,85.9,86.8,87.5,88,87.8,86.9,85.2,83.1,80.9,78.8,76.7,74.4,72.5,70.3,68.1,66.1,64.1,62,60,58,56.3,54.5,52.6,51,50.938,50.13,49.289,48.406,47.488,46.566,45.663,44.784,43.93,43.098,42.281,41.476,40.681,39.899,39.13,38.377,37.641,36.921,36.215,35.521,34.835,34.155,33.481,32.813,32.156,31.512,30.882,30.267,29.667,29.083,28.511,27.95,27.396,26.847,26.301,25.757,25.213,24.67,24.128,23.587,23.052,22.525,22.01,21.512,21.036,20.585,20.159,19.757,19.375,19.011,18.656,18.308,17.963,17.618,17.276,16.936,16.603,16.275,15.952,15.633,15.321,15.013,14.71,14.415,14.127,13.85,13.582,13.324,13.075,12.832,12.597,12.365,12.139,11.919,11.705,11.502,11.309,11.126,10.956,10.799,10.654,10.523,10.405,10.405
Turks and Caicos Islands,Child mortality (under age five),tca,u5mr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuvalu,Child mortality (under age five),tuv,u5mr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.4,80.1,76.7,73.5,70.7,68.2,65.9,64,62.3,61,60,59.2,58.6,58.1,57.5,56.8,56.1,55.1,54,52.7,51.1,49.4,47.6,45.8,44,42.3,40.8,39.4,38.2,37,35.9,34.8,33.8,32.8,31.8,30.7,29.7,28.8,27.9,27.1,26.2,25.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uganda,Child mortality (under age five),uga,u5mr,510.9,510.9,510.9,510.9,510.9,510.9,510.9,510.9,510.9,510.9,510.9,510.9,510.9,510.9,510.9,510.9,510.9,510.9,510.9,510.9,510.9,510.9,510.9,510.9,510.9,510.9,510.9,510.9,510.9,510.9,510.9,510.9,510.9,510.9,510.9,510.9,510.9,510.9,510.9,510.9,510.9,510.9,510.9,510.9,510.9,510.9,510.9,510.9,510.9,510.9,510.9,510.9,510.9,510.9,510.9,510.9,510.9,510.9,510.9,510.9,510.9,510.9,510.9,510.9,510.9,510.9,510.9,510.9,510.9,510.9,510.9,510.9,510.9,510.9,510.9,510.9,510.9,510.9,510.9,510.9,510.9,510.9,510.9,510.9,510.9,510.9,510.9,510.9,510.9,510.9,510.9,510.9,510.9,510.9,510.88,510.84,510.76,510.63,510.43,510.15,509.79,509.35,508.83,508.23,507.55,506.79,505.96,505.04,504.04,502.97,501.85,500.69,499.51,498.31,497.11,495.91,494.71,493.51,492.31,491.12,489.92,488.72,487.52,490.62,493.82,495.53,498.68,501.86,496.21,492.07,486.5,479.44,471.096,464.253,456.112,449.403,441.492,434.994,427.269,419.636,412.178,404.792,397.496,390.334,383.278,362.045,341.973,322.999,305.063,288.11,272.085,269.619,264.695,259.79,254.9,249.1,243.4,238,233,228,223.6,219.3,215.2,211.3,207.5,203.4,198.8,194.5,190.4,187,184.6,184.1,184.9,187,190.3,194.6,199.8,205.4,210.8,214.6,216.2,215,210.4,202.7,194.2,187.5,183.8,181.8,180.1,177.8,175,171.8,169.1,168,168.8,171.1,174.2,176.9,177.5,175.2,170.1,162.5,153.1,142.5,131.3,120.3,109.8,100.5,92.6,86.4,81,75.5,70.2,65,60.1,55.9,53,53.539,52.318,51.051,49.736,48.383,47.017,45.664,44.335,43.039,41.78,40.557,39.372,38.229,37.136,36.1,35.12,34.195,33.319,32.489,31.695,30.93,30.184,29.452,28.728,28.011,27.304,26.609,25.926,25.255,24.595,23.948,23.318,22.707,22.12,21.561,21.033,20.539,20.081,19.664,19.291,18.959,18.664,18.403,18.167,17.95,17.745,17.547,17.349,17.15,16.948,16.746,16.548,16.353,16.16,15.971,15.785,15.601,15.421,15.243,15.067,14.894,14.724,14.555,14.389,14.224,14.062,13.902,13.743,13.586,13.43,13.275,13.121,12.969,12.82,12.674,12.533,12.398,12.268,12.146,12.03,11.92,11.818,11.722,11.722
Ukraine,Child mortality (under age five),ukr,u5mr,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.96,360.93,360.88,360.78,360.64,360.45,360.19,359.88,359.51,359.09,358.61,358.07,357.48,356.83,356.13,355.37,354.58,353.76,352.93,352.08,351.23,350.38,349.54,348.69,347.84,347,346.15,326.56,306.61,288.4,270.83,253.82,236.46,234.07,231.69,228.41,226.05,223.7,220.51,218.21,215.91,212.77,210.52,208.29,205.21,203,204.16,473.07,554.25,576.88,416.65,338.86,158.46,240.88,138.72,119.11,95.17,92.49,86.9,81.92,77.53,73.18,68.88,65.13,61.92,62.23,53.56,52.07,49.985,47.983,46.061,44.216,42.446,40.746,39.114,37.547,36.044,33.4,32.3,31.3,30.4,29.7,29.1,28.6,28.1,27.5,26.9,26.2,25.3,24.4,23.5,22.5,21.7,20.9,20.2,19.7,19.4,19.4,19.5,19.8,20.1,20.3,20.3,20.1,19.7,19.1,18.3,17.5,16.7,15.9,15.1,14.5,14,13.4,12.9,12.3,11.7,11.2,10.7,10.2,9.8,9.4,9.1,8.765,8.515,8.28,8.051,7.823,7.6,7.39,7.188,6.995,6.806,6.626,6.453,6.288,6.13,5.977,5.83,5.689,5.553,5.425,5.309,5.203,5.109,5.027,4.953,4.887,4.826,4.768,4.71,4.652,4.592,4.534,4.477,4.421,4.367,4.314,4.263,4.213,4.165,4.118,4.072,4.029,3.985,3.943,3.901,3.859,3.82,3.781,3.742,3.704,3.668,3.631,3.595,3.561,3.526,3.492,3.459,3.425,3.393,3.362,3.333,3.305,3.279,3.255,3.231,3.21,3.188,3.168,3.148,3.126,3.105,3.084,3.063,3.043,3.022,3.003,2.983,2.964,2.946,2.927,2.91,2.894,2.877,2.861,2.861
United Arab Emirates,Child mortality (under age five),are,u5mr,434.46,434.46,434.46,434.46,434.46,434.46,434.46,434.46,434.46,434.46,434.46,434.46,434.46,434.46,434.46,434.46,434.46,434.46,434.46,434.46,434.46,434.46,434.46,434.46,434.46,434.46,434.46,434.46,434.46,434.46,434.46,434.46,434.46,434.46,434.46,434.46,434.46,434.46,434.46,434.46,434.46,434.46,434.46,434.46,434.46,434.46,434.46,434.46,434.46,434.46,434.46,434.46,434.46,434.46,434.46,434.46,434.46,434.46,434.46,434.46,434.46,434.46,434.46,434.46,434.46,434.46,434.46,434.46,434.46,434.46,434.46,434.46,434.46,434.46,434.46,434.46,434.46,434.46,434.46,434.46,434.46,434.46,434.46,434.46,434.46,434.46,434.46,434.46,434.46,434.46,434.46,434.46,434.46,434.46,434.45,434.41,434.35,434.23,434.06,433.83,433.52,433.15,432.7,432.19,431.62,430.97,430.26,429.48,428.63,427.72,426.77,425.78,424.77,423.75,422.74,421.72,420.7,419.68,418.66,417.64,416.62,415.6,414.58,413.56,412.54,411.52,410.5,409.48,408.46,407.44,406.42,405.4,404.38,403.36,402.35,401.33,400.31,399.29,398.27,397.25,396.23,395.21,394.19,393.17,392.15,391.13,365.67,340.31,317.21,294.12,273,265.187,257.597,250.225,243.064,236.107,229.35,222.786,216.41,210.216,204.2,193.8,183.3,172.8,162.1,151.2,140.3,129.4,118.7,108.3,98.5,89.2,80.6,72.9,65.9,59.5,53.7,48.4,43.6,39.2,35.4,32,29.1,26.7,24.5,22.8,21.2,19.8,18.6,17.5,16.6,15.7,14.9,14.3,13.7,13.1,12.7,12.2,11.8,11.5,11.2,10.9,10.6,10.3,10.1,9.8,9.6,9.3,9.1,8.8,8.6,8.3,8.2,8,7.9,7.8,7.7,7.337,7.115,6.909,6.718,6.544,6.382,6.23,6.086,5.951,5.822,5.697,5.577,5.46,5.346,5.233,5.121,5.012,4.905,4.801,4.701,4.605,4.513,4.427,4.343,4.263,4.185,4.111,4.036,3.962,3.891,3.821,3.752,3.686,3.621,3.556,3.495,3.435,3.377,3.32,3.266,3.216,3.168,3.124,3.083,3.044,3.008,2.976,2.944,2.915,2.886,2.859,2.831,2.804,2.777,2.75,2.725,2.699,2.673,2.649,2.624,2.6,2.577,2.553,2.531,2.509,2.487,2.465,2.444,2.422,2.401,2.38,2.359,2.339,2.319,2.299,2.279,2.259,2.241,2.221,2.202,2.185,2.166,2.149,2.149
United Kingdom,Child mortality (under age five),gbr,u5mr,329.04,326.83,324.61,322.4,321.31,320.22,318.04,316.96,315.87,314.78,313.69,311.52,310.45,308.32,309.38,310.45,311.52,312.61,313.69,313.69,314.78,315.87,316.96,316.96,314.78,312.61,311.52,309.38,307.25,308.32,309.38,310.45,303.933,297.552,291.305,285.19,279.202,273.341,267.603,261.985,256.485,251.1,261.57,258.26,258.97,248.33,281.44,281.62,278.55,279.91,247.4,262.32,267.19,264.39,281.86,261.02,247.31,262.53,280.66,273.92,244.34,258.5,253.68,279.46,271.8,266.94,268.94,248.35,262.91,262.86,268.38,258.1,243.59,235.38,252.81,252.19,238.62,225.11,251.58,228.19,251.14,209.77,232.6,221.54,233.23,218.87,230.59,227.13,212.93,227.85,231.98,232.86,227.6,236.18,207.3,236.93,225.2,226.29,231.16,232.28,225.46,215.63,199.43,191.24,208.62,185.88,190.09,176.03,175.66,162.94,155.95,189.25,145.84,157.94,155.47,165.75,133.7,136.63,171.1,134.76,133.61,114.1,120.07,102.31,114.25,112.54,103.23,103.61,98.08,113.83,89.43,95.38,92.78,87.72,86.47,80.54,83.32,80.48,73.5,65.9,77.25,81.31,68.03,64.65,59.49,55.1,53.59,53.54,40.16,38.27,36.6,35.1,33.6,32.1,30.8,29.6,28.7,28,27.4,27,26.6,26.1,25.6,24.9,24.2,23.4,22.8,22.2,21.8,21.4,21,20.6,20,19.4,18.7,18,17.2,16.4,15.7,14.9,14.1,13.4,12.7,12.2,11.7,11.4,11.1,10.8,10.4,9.9,9.3,8.7,8.2,7.7,7.4,7.2,7,6.9,6.8,6.7,6.5,6.4,6.3,6.3,6.2,6,5.9,5.8,5.6,5.4,5.2,5,4.8,4.6,4.5,4.4,4.3,4.283,4.215,4.132,4.035,3.929,3.818,3.709,3.604,3.505,3.411,3.321,3.234,3.149,3.068,2.99,2.915,2.844,2.777,2.713,2.652,2.594,2.539,2.486,2.435,2.386,2.339,2.293,2.247,2.204,2.162,2.121,2.08,2.04,2.001,1.963,1.925,1.889,1.854,1.82,1.787,1.754,1.722,1.689,1.658,1.627,1.595,1.565,1.535,1.505,1.476,1.448,1.421,1.394,1.367,1.341,1.315,1.29,1.264,1.239,1.215,1.19,1.167,1.143,1.12,1.098,1.076,1.054,1.033,1.011,0.991,0.97,0.95,0.929,0.91,0.891,0.872,0.853,0.835,0.816,0.798,0.781,0.764,0.746,0.746
